scenario,time_att1,time_att3
474,1.6121418476104736,5.507417917251587
475,1.509361982345581,5.627195119857788
476,1.5007319450378418,5.838080883026123
477,1.7330870628356934,5.322534084320068
478,1.528520107269287,5.062434196472168
479,1.5924925804138184,5.477921009063721
480,1.4053688049316406,5.199253559112549
481,1.4480130672454834,6.7763330936431885
482,1.8683781623840332,5.668071269989014
483,1.9109089374542236,6.13454794883728
484,1.603646993637085,6.525895833969116
485,1.481693983078003,5.6514880657196045
486,1.829437017440796,5.287915945053101
487,1.5457510948181152,5.635270833969116
488,1.4725937843322754,5.226078748703003
489,1.7271909713745117,5.521636962890625
490,1.5219292640686035,4.087512969970703
491,1.4013988971710205,5.62602686882019
492,1.5343832969665527,5.118530035018921
493,1.6340892314910889,4.607262134552002
494,1.3032841682434082,5.0159080028533936
495,1.4758780002593994,4.917123079299927
496,1.423034906387329,5.008646011352539
497,1.5311009883880615,4.527266025543213
498,1.7234649658203125,5.254619121551514
499,1.315035104751587,4.857138156890869
500,1.324131965637207,4.500631093978882
501,1.5428218841552734,4.872422695159912
502,1.3630640506744385,4.855107069015503
503,1.838379144668579,5.318694114685059
504,1.9414148330688477,5.630807638168335
505,1.942514181137085,5.631752967834473
506,1.5320980548858643,5.221340894699097
507,1.3253650665283203,5.8350043296813965
508,1.7320282459259033,5.731426000595093
509,1.531278133392334,5.734230995178223
510,1.7350051403045654,5.014358043670654
511,1.629227876663208,5.936734914779663
512,1.707050085067749,5.937390089035034
513,1.6393208503723145,6.543080806732178
514,1.3372113704681396,3.9973959922790527
515,1.3263940811157227,5.831926107406616
516,1.8832740783691406,6.454275846481323
517,1.632436990737915,6.245495080947876
518,1.6328120231628418,4.622222185134888
519,1.5120596885681152,5.18781590461731
520,1.4684278964996338,6.051273822784424
521,1.3264598846435547,5.324785947799683
522,1.4159870147705078,4.7120139598846436
523,1.6328680515289307,6.040103912353516
524,1.632535696029663,5.231033802032471
525,1.5838189125061035,5.0056750774383545
526,2.285658836364746,6.240422964096069
527,2.1443850994110107,5.833526849746704
528,1.5316689014434814,5.529110908508301
529,1.529412031173706,5.119516849517822
530,1.2219569683074951,5.115746974945068
531,1.93992280960083,5.425971984863281
532,1.5422489643096924,5.218759298324585
533,1.8390929698944092,5.735960006713867
534,1.9335029125213623,5.3140599727630615
